Q101	Q102	HAGE	Q103	Q106	Q107	Q108	Q109	Q201	Q202	Q203	Q204	Q205	Q205_98_OTHER	Q205B	Q205C	Q206	Q207	Q207_98_OTHER	Q207B	Q207C	Q208	Q209	Q209A	HGROUP	Q301_1	Q301B	Q302_1	Q302_2	Q302_3	Q302_4	Q302_5	Q302_6	Q302_7	Q302_8	Q302_9	Q302_10	Q302_11	Q303	Q304	Q305	Q305DK_99	HQ305	Q401_3	Q401_2	Q401_1	Q401DK_98	Q402	Q403N_1	Q403N_2	Q403N_3	Q403N_4	Q403N_5	Q403N_6	Q403N_7	Q404	Q405	Q406	Q406A	Q407	Q601	Q602_1	Q602_2	Q602_3	Q602_4	Q602_5	Q602_6	Q602_7	Q602_8	Q602_9	Q602_10	Q602_11	Q602_12	Q602_13	Q1106B1	Q1106B2_1	Q1106B2_2	Q1106B2_3	Q1106B2_4	Q1106B2_5	Q1106B2_6	Q1106B2_7	Q1106B2_8	HQ700_1	HQ700_2	HQ700_3	HQ700_4	HQ700_5	HQ700_6	HQ700_7	HQ700_8	HXNEW1_10	HXNEW1_20	HXNEW1_30	HXNEW1_40	HXNEW2_10	HXNEW2_20	HXNEW2_30	HXNEW2_40	HXNEWORDER_1	HXNEWORDER_2	Q701X1A	Q701X1	Q703X1	Q704X1	Q701X2A	Q701X2	Q703X2	Q704X2	Q701X3A	Q701X3	Q703X3	Q704X3	Q701X4A	Q701X4	Q703X4	Q704X4	Q701X5	Q703X5	Q704X5	Q701X6A	Q701X6	Q703X6	Q704X6	Q701X7A	Q701X7	Q703X7	Q704X7	Q701X8	Q703X8	Q704X8	HQ700ORDER_1	HQ700ORDER_2	Q1101	Q1101_98_OTHER	Q1102	Q1103	Q1104	Q1105	Q1106	Q1107	Q1101F	Q1102F	Q1103F	Q1104F	Q1105F	Q1106F	HXADITIONALTIME_1	HXADITIONALTIME_2	HXADITIONALTIME_3	HXADITIONALTIME_4	HXADITIONALTIME_5	HXADITIONALTIME_6	HXADITIONALTIME_7	HXADITIONALTIME_8	HFROMTIME_1	HTOTIME_1	HTOTIME_2	HTOTIME_3	HTOTIME_4	HTOTIME_5	HTOTIME_6	HTOTIME_7	HTOTIME_8	LOIM	HXNEW1_5	HXNEW2_5	HXNEW1_50	HXNEW1_60	HXNEW2_50	HXNEW2_60	BIDS	ORIGSVYLANG	CENSUSRGN	ID
2	1960	5	1	3	2	1	1	7	 	2	 	1	 	2	77	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	1	1	0	1	0	0	0	0	0	0	0	2	2	25	0	 	3	6	3	0	2	 	 	 	 	 	 	 	2	3	3	 	1	95	8	10	10	10	10	8	10	9	10	8	9	9	10	5	 	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	10	50	2	2	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	5	 	 	 	 	 	 	 	6	1	 	 	 	 	 	 	 	 	3	1	0	 	7	4	50	 	 	 	 	10	 	 	30	80	 	 	 	 	40	 	 	21.24	0	0	0	0	1	0	1	0	1	848
2	1958	5	1	4	2	1	3	7	 	2	 	1	 	2	82	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	1	0	0	0	0	0	0	0	0	0	0	2	2	600	0	 	3	0	0	0	2	 	 	 	 	 	 	 	2	3	1	4	2	95	9	10	9	9	9	8	9	9	9	5	9	9	3	8	 	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	30	50	2	2	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	4	 	 	 	 	 	 	 	1	6	 	 	 	 	 	 	 	 	1	2	0	 	1	4	30	 	 	 	 	50	 	 	30	60	 	 	 	 	80	 	 	13.61	0	0	0	0	1	0	1	0	4	849
2	1982	3	1	8	2	1	6	7	 	2	 	2	 	2	73	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	4	1	1	1	1	0	0	1	0	0	0	0	5	2	15	0	 	4	 	 	0	2	 	 	 	 	 	 	 	2	3	1	2	2	85	8	10	8	8	8	8	10	10	9	9	9	8	9	3	 	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	20	50	2	2	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	4	 	 	 	 	 	 	 	6	1	 	 	 	 	 	 	 	 	1	2	2	3	1	5	50	 	 	 	 	20	 	 	30	80	 	 	 	 	50	 	 	9.79	0	0	0	0	1	0	1	0	6	850
2	1982	3	1	6	1	2	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	4	 	1	1	1	1	1	1	1	1	1	1	0	6	1	20	0	 	1	2	2	0	1	1	1	1	1	1	0	0	4	4	1	1	1	80	9	8	8	8	8	8	8	7	8	7	7	8	8	3	 	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	30	10	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	4	 	 	 	 	 	 	 	6	1	1	 	2	2	13	1	4	5	 	 	 	 	 	 	10	 	 	 	 	30	 	 	30	40	 	 	 	 	60	 	 	6.62	0	0	0	0	0	0	1	0	3	851
1	1981	3	1	6	2	1	6	7	 	2	 	2	 	2	89	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	3	1	0	0	1	0	0	1	0	0	1	0	2	2	600	0	 	 	6	0	0	2	 	 	 	 	 	 	 	3	4	2	 	2	75	6	8	7	6	8	8	7	7	8	8	7	7	7	5	 	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	10	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	3	 	 	 	 	2	 	1	3	 	 	 	5	7	 	 	 	 	 	 	 	 	1	3	5	0	1	5	 	 	 	 	10	 	10	 	30	 	 	 	 	40	 	40	 	11.54	0	0	0	0	0	0	1	0	8	852
1	1984	2	1	4	2	1	5	7	 	2	 	98	Uncle	1	62	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	4	0	1	0	1	0	0	1	0	0	0	0	3	2	15	0	 	5	5	2	0	2	 	 	 	 	 	 	 	3	2	2	 	2	75	7	7	7	3	5	5	6	7	4	6	7	6	7	6	 	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	30	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	1	2	4	5	8	 	 	 	 	 	 	 	 	1	2	0	 	1	4	 	 	 	 	30	 	 	50	30	 	 	 	 	60	 	 	80	41.56	0	0	0	0	1	0	1	0	2	853
1	1993	1	1	5	2	1	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	5	 	1	1	1	0	0	0	0	0	0	0	0	4	1	15	0	 	 	 	 	1	2	 	 	 	 	 	 	 	5	1	2	 	2	95	10	10	10	9	9	10	9	9	10	9	10	9	10	5	 	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5	40	 	 	 	 	 	 	 	 	1	1	2	5	1	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	3	3	 	2	1	1	1	5	3	 	 	 	 	 	 	 	 	40	5	 	 	 	 	30	 	 	70	35	 	 	 	 	58.77	1	0	0	0	0	0	1	0	1	854
1	1950	6	1	6	2	1	4	7	 	2	 	1	 	2	92	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	0	0	0	0	0	1	1	0	0	0	0	4	2	30	0	 	2	6	1	0	2	 	 	 	 	 	 	 	2	2	1	2	2	90	8	9	9	9	10	9	9	9	10	10	9	10	8	2	 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	50	20	 	 	 	 	2	1	3	1	 	 	 	 	2	1	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	 	 	 	 	 	 	 	 	5	1	0	 	1	4	 	50	 	20	 	 	 	 	30	 	80	 	50	 	 	 	 	10.83	0	0	1	0	0	0	1	0	8	855
1	1957	5	1	5	2	1	4	7	 	2	 	1	 	2	85	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	4	0	0	0	0	0	0	0	0	0	0	1	4	2	60	0	 	6	1	1	0	2	 	 	 	 	 	 	 	3	4	2	 	2	90	7	8	9	8	8	8	9	7	8	8	8	8	7	2	 	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	60	 	 	 	 	 	 	 	 	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	1	 	1	4	 	 	 	3	7	 	 	 	 	 	 	 	 	2	1	0	 	1	5	 	 	5	 	 	 	60	 	30	 	 	35	 	 	 	90	 	16.13	1	0	0	0	0	1	1	0	3	856
1	1970	4	1	8	2	1	4	7	 	2	 	1	 	1	73	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	3	1	0	0	0	0	0	0	0	0	0	0	2	2	60	0	 	2	3	 	0	2	 	 	 	 	 	 	 	3	3	1	2	2	65	5	6	5	5	7	6	6	6	6	5	7	6	5	8	 	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	40	60	 	 	 	 	2	1	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	2	8	 	 	 	 	 	 	 	 	3	1	2	13	1	3	 	40	 	 	 	 	 	60	30	 	70	 	 	 	 	 	90	21.54	0	0	0	0	0	1	1	0	1	857
1	1956	5	1	4	2	1	4	7	 	2	 	1	 	2	93	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	0	0	0	1	0	0	0	1	0	0	1	6	2	30	0	 	5	4	 	0	2	 	 	 	 	 	 	 	2	2	1	2	2	20	4	5	5	7	3	6	4	2	2	3	6	8	5	2	 	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	60	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	2	 	 	 	 	 	 	 	 	2	1	4	8	5	 	 	 	 	 	 	 	 	1	2	0	 	1	4	 	 	 	 	60	 	 	60	30	 	 	 	 	90	 	 	90	15.28	0	0	0	1	0	1	1	0	2	858
1	1988	2	1	9	2	1	6	7	 	2	 	2	 	1	82	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	1	2	1	1	0	0	0	0	0	0	0	0	0	1	2	420	0	 	 	1	2	0	2	 	 	 	 	 	 	 	2	4	2	 	1	60	7	6	7	8	7	7	8	7	8	8	8	8	8	5	 	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	30	60	 	 	 	 	 	 	 	 	1	2	3	4	 	 	 	 	 	 	 	 	 	 	 	1	 	3	4	 	 	 	7	3	 	 	 	 	 	 	 	 	1	2	2	0	1	4	 	 	60	 	 	 	30	 	30	 	 	90	 	 	 	60	 	31.68	0	0	0	0	0	1	1	0	4	859
1	1962	5	1	7	2	1	5	7	 	2	 	1	 	2	79	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	4	0	0	0	0	0	1	0	1	0	0	0	6	2	8	0	 	 	5	 	0	1	1	0	0	0	0	0	0	1	3	2	 	2	50	8	7	8	7	8	8	7	7	8	8	7	7	8	6	 	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	40	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	1	 	 	 	 	2	 	2	3	 	 	 	5	7	 	 	 	 	 	 	 	 	1	2	0	 	1	5	 	 	 	 	40	 	60	 	30	 	 	 	 	70	 	90	 	10.07	0	0	0	0	0	1	1	0	4	860
1	1981	3	1	4	2	1	3	7	 	2	 	1	 	2	63	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	4	0	0	0	0	0	1	0	0	0	0	0	1	2	90	0	 	1	10	0	0	1	1	0	0	0	0	0	0	1	1	2	 	2	10	1	2	0	0	2	2	0	0	0	0	1	1	1	2	 	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	10	40	 	 	 	 	2	1	1	4	 	 	 	 	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	2	 	 	 	 	 	 	 	 	1	3	0	 	1	3	 	40	 	10	 	 	 	 	30	 	70	 	40	 	 	 	 	13	0	0	0	0	0	0	1	0	2	861
1	1950	6	1	8	2	1	1	7	 	2	 	1	 	2	88	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	0	1	0	0	0	0	0	0	0	0	4	2	10	0	 	1	6	0	0	2	 	 	 	 	 	 	 	2	2	1	5	2	60	10	10	8	10	10	10	10	10	10	10	10	9	10	2	 	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	5	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	4	 	 	 	 	 	 	 	2	 	2	4	 	 	 	4	7	 	 	 	 	 	 	 	 	1	2	0	 	6	5	 	 	 	5	 	 	5	 	30	 	 	 	35	 	 	35	 	11.27	1	1	0	0	0	0	1	0	4	862
1	1984	2	1	8	2	1	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	4	 	0	0	1	0	0	0	1	0	0	0	0	4	2	48	0	 	 	2	 	0	2	 	 	 	 	 	 	 	5	4	2	 	1	90	8	8	9	9	8	9	10	9	8	9	8	7	8	4	 	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	60	 	 	 	 	1	2	1	4	 	 	 	 	 	 	 	 	1	2	4	 	 	 	 	 	 	 	 	 	 	 	5	2	2	 	4	2	5	1	5	5	 	 	 	 	 	 	 	60	 	 	60	 	 	 	30	 	90	 	 	90	 	 	 	27.39	0	0	0	1	0	1	1	0	9	863
1	1953	5	1	9	99	99	5	7	 	2	 	98	Aunt	2	89	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	3	0	0	0	0	0	1	1	0	0	0	0	3	2	240	0	 	2	0	0	0	2	 	 	 	 	 	 	 	3	4	2	 	1	50	5	5	5	5	5	4	5	5	4	6	5	5	6	2	 	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	20	60	2	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	8	1	 	 	 	 	 	 	 	 	1	2	0	 	2	4	60	 	 	 	 	 	 	20	30	90	 	 	 	 	 	 	50	14.31	0	0	0	0	0	1	1	0	2	864
1	1952	6	1	5	2	1	3	7	 	2	 	1	 	1	90	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	0	0	0	0	0	0	0	0	0	1	2	2	25	0	 	8	8	3	0	1	1	1	0	0	0	0	0	2	4	3	 	1	85	8	9	8	7	6	6	8	7	7	8	8	6	6	5	 	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	40	5	2	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	4	 	 	 	 	 	 	 	6	1	 	 	 	 	 	 	 	 	1	3	0	 	7	4	5	 	 	 	 	40	 	 	30	35	 	 	 	 	70	 	 	13.15	0	1	0	0	0	0	1	0	3	865
1	1981	3	1	6	1	1	4	7	 	2	 	2	 	2	93	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	4	1	0	0	1	0	0	1	0	0	1	0	2	2	10	0	 	5	2	1	0	2	 	 	 	 	 	 	 	2	2	2	 	2	75	9	9	8	8	9	8	8	9	9	7	7	7	8	5	 	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	1	2	1	3	 	 	 	 	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 	 	 	 	 	 	1	2	3	3	1	4	60	 	60	 	 	 	 	 	30	90	 	90	 	 	 	 	 	26.99	0	0	0	1	0	1	1	0	8	866
1	1983	2	1	9	2	1	4	7	 	2	 	2	 	1	80	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	1	0	1	1	0	0	0	0	0	1	0	5	2	12	0	 	3	2	3	0	1	1	1	0	0	0	0	0	5	5	1	1	1	95	10	10	10	10	10	0	10	10	10	0	10	10	10	5	 	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	30	10	 	 	 	 	1	2	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	5	 	 	 	2	7	 	 	 	 	 	 	 	 	1	2	2	4	1	5	 	30	 	 	 	 	10	 	30	 	60	 	 	 	 	40	 	15.57	0	0	0	0	0	0	1	0	5	867
2	1975	3	1	4	2	1	3	7	 	2	 	4	 	2	78	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	5	0	0	0	1	0	0	0	0	0	0	0	4	3	40	0	 	1	2	2	0	2	 	 	 	 	 	 	 	4	4	3	 	2	80	3	4	5	5	5	5	5	6	3	6	3	6	7	8	 	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	60	20	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	2	 	 	 	2	2	2	2	 	 	 	 	 	 	 	4	6	 	 	 	 	 	 	 	 	2	2	2	2	2	4	 	 	 	60	 	20	 	 	30	 	 	 	90	 	50	 	 	7.68	0	0	0	1	0	0	1	0	8	868
1	1992	2	1	3	1	1	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3:Respondent in NH currently Long term respondent	4	 	1	1	1	1	0	1	1	0	0	0	0	4	2	15	0	 	 	 	 	1	1	1	1	0	1	1	0	0	5	4	3	 	1	80	8	10	8	9	6	7	10	7	8	10	9	9	9	4	 	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	40	60	 	 	 	 	 	 	 	 	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	5	8	3	2	 	55	2	1	1	4	2	 	 	 	 	 	 	 	 	60	 	 	 	 	40	30	 	 	90	 	 	 	 	70	10.5	0	0	0	0	0	1	1	0	7	869
1	1985	2	1	9	2	1	5	7	 	2	 	98	Aunt	2	72	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	3	0	0	0	0	0	0	1	1	0	0	0	2	2	20	0	 	2	0	0	0	2	 	 	 	 	 	 	 	1	2	1	2	1	75	6	8	7	8	8	8	7	7	8	7	8	8	9	2	 	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	60	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	2	2	1	5	 	 	 	 	 	 	 	5	6	 	 	 	 	 	 	 	 	6	2	0	 	1	5	 	 	 	 	60	10	 	 	30	 	 	 	 	90	40	 	 	7.5	0	0	0	1	0	0	1	0	5	870
1	1993	1	1	1	2	1	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	2	 	0	1	0	0	0	0	0	0	0	0	0	5	2	15	0	 	23	11	1993	0	1	1	0	0	0	0	0	0	4	4	1	1	1	95	9	9	9	9	9	8	9	9	9	2	9	9	9	4	 	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	30	10	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	1	1	5	 	 	 	 	 	 	 	 	 	 	 	2	5	1	 	1	1	1	1	5	3	 	 	 	 	 	 	 	30	 	 	10	 	 	 	30	 	60	 	 	40	 	 	 	20.09	0	0	0	0	0	0	1	0	9	871
1	1995	1	1	3	1	2	9	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	3	 	0	0	1	0	0	0	0	0	0	0	0	5	1	1200	0	 	2	3	3	0	1	0	0	0	0	0	0	1	5	3	1	5	2	50	0	10	1	0	0	10	0	2	0	0	10	0	0	8	 	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	40	20	 	 	 	 	 	 	 	 	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	1	1	1	3	 	 	 	3	7	5	 	3	2	1	9	4	10	 	 	 	 	 	 	 	 	40	 	 	 	20	 	30	 	 	70	 	 	 	50	 	12.71	0	0	0	0	0	0	1	0	5	872
1	1982	3	1	4	2	1	3	7	 	2	 	2	 	2	95	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	4	0	0	0	1	0	0	1	0	0	0	0	5	2	50	0	 	1	3	3	0	1	1	0	0	0	0	0	0	3	3	1	4	1	85	7	8	8	8	6	7	9	6	6	8	8	8	8	5	 	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	30	60	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	4	1	1	4	 	 	 	 	 	 	 	 	 	 	 	5	4	 	 	 	 	 	 	 	 	1	2	2	7	1	4	 	 	 	60	30	 	 	 	30	 	 	 	90	60	 	 	 	27.46	0	0	0	0	0	1	1	0	5	873
2	1980	3	1	6	1	1	3	7	 	2	 	2	 	2	85	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	1	1	1	1	0	0	0	1	0	0	0	5	2	15	0	 	1	2	2	0	2	 	 	 	 	 	 	 	3	2	2	 	2	75	7	8	8	8	8	8	8	8	8	8	8	8	8	5	 	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	30	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	1	5	2	2	5	7	8	 	 	 	 	 	 	 	 	1	2	1	7	1	4	 	 	 	 	 	 	30	60	30	 	 	 	 	 	 	60	90	8.46	0	0	0	0	0	1	1	0	3	874
1	1995	1	1	8	1	2	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	3	 	0	0	0	0	0	1	0	0	0	1	0	5	2	30	1	1	 	 	 	1	2	 	 	 	 	 	 	 	2	2	2	 	1	65	8	5	7	9	8	7	8	7	5	8	6	9	8	5	 	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	5	40	 	 	 	 	 	 	 	 	1	2	1	3	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	7	3	3	 	3	0	 	2	2	6	 	 	 	 	 	 	 	 	40	 	 	 	5	 	30	 	 	70	 	 	 	35	 	8.23	1	0	0	0	0	0	1	0	2	875
2	1980	3	1	8	2	1	4	7	 	2	 	1	 	2	70	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	5	1	0	1	1	0	0	1	0	0	0	0	6	2	30	0	 	1	3	 	0	2	 	 	 	 	 	 	 	4	4	1	2	1	70	7	9	4	7	6	9	9	9	10	9	8	5	8	5	 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	20	60	 	 	 	 	1	1	1	2	 	 	 	 	1	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	 	 	 	 	 	 	 	 	1	2	3	14	1	5	 	20	 	60	 	 	 	 	30	 	50	 	90	 	 	 	 	9.41	0	0	0	0	0	1	1	0	6	876
1	1985	2	1	3	2	1	4	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	1	1	1	1	1	1	0	0	0	0	0	4	1	30	0	 	1	1	1	0	1	1	1	1	0	1	0	0	5	4	1	1	1	95	10	9	10	9	10	10	10	9	10	9	9	10	10	4	 	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	10	20	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	5	8	1	5	 	2	1	4	1	5	4	 	 	 	 	 	 	20	 	 	 	 	 	 	10	30	50	 	 	 	 	 	 	40	19.65	0	0	0	0	0	0	1	0	9	877
2	1952	6	1	5	2	1	4	7	 	2	 	1	 	2	98	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	0	0	0	1	0	1	0	1	0	0	0	5	2	10	0	 	1	3	 	0	2	 	 	 	 	 	 	 	2	5	2	 	2	100	8	10	10	10	10	9	10	10	7	9	10	10	10	6	 	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	40	10	 	 	 	 	 	 	 	 	2	2	3	4	 	 	 	 	 	 	 	1	2	3	5	 	 	 	 	 	 	 	6	3	 	 	 	 	 	 	 	 	1	2	0	 	2	5	 	 	10	 	 	40	 	 	30	 	 	40	 	 	70	 	 	12.88	0	0	0	0	0	0	1	0	3	878
1	1954	5	1	5	2	1	4	7	 	2	 	1	 	1	87	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	4	1	1	0	0	0	0	0	0	0	0	0	2	2	240	0	 	2	6	1	0	2	 	 	 	 	 	 	 	4	4	2	 	1	80	10	9	9	8	9	9	9	9	9	10	9	8	8	6	 	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	5	2	2	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	4	1	8	 	 	 	 	 	 	 	 	3	1	0	 	1	4	50	 	 	 	 	 	 	5	30	80	 	 	 	 	 	 	35	22.07	0	1	1	0	0	0	1	0	9	879
2	1960	5	1	5	1	1	4	7	 	2	 	1	 	2	84	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	0	0	0	0	0	1	0	0	0	0	0	3	2	240	0	 	5	1	2	0	2	 	 	 	 	 	 	 	1	5	2	 	1	90	10	10	10	10	9	9	9	10	10	9	10	10	10	5	 	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	60	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	3	 	 	 	 	1	1	3	6	8	 	 	 	 	 	 	 	 	5	1	0	 	1	4	 	 	 	 	 	60	 	40	30	 	 	 	 	 	90	 	70	18.22	0	0	0	1	0	0	1	0	5	880
1	1990	2	1	8	2	1	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	1	0	1	0	0	0	0	0	1	0	0	6	1	35	0	 	2	3	1	0	1	0	0	0	0	1	0	0	4	4	1	4	1	65	8	7	8	8	6	7	8	8	6	8	7	8	7	3	 	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	30	30	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	4	1	1	5	 	 	 	 	 	 	 	 	 	 	 	5	4	2	 	4	2	1	1	5	5	 	 	 	 	 	 	 	 	 	30	30	 	 	 	30	 	 	 	60	60	 	 	 	16.85	0	0	0	0	0	0	1	0	6	881
1	1987	2	1	6	2	1	4	7	 	2	 	2	 	1	69	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	5	0	1	0	1	0	0	0	0	1	0	0	5	2	10	0	 	1	1	4	0	1	1	0	1	0	0	0	0	4	5	2	 	2	90	9	9	9	8	9	10	10	10	8	9	9	10	10	2	 	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	60	 	 	 	 	2	1	1	4	 	 	 	 	1	2	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	2	 	 	 	 	 	 	 	 	1	2	2	6	1	4	 	60	 	50	 	 	 	 	30	 	90	 	80	 	 	 	 	5.71	0	0	1	0	0	1	1	0	2	882
